あかどら	赤ドラ	PROPER_NOUN	麻雀用語	麻雀
あんかんつ	暗槓子	PROPER_NOUN	麻雀用語	麻雀
あんこ	暗刻	PROPER_NOUN	麻雀用語	麻雀
かみちゃどり	上家取り	PROPER_NOUN	麻雀用語	麻雀
げんぶつ	現物	NOUN	麻雀用語	麻雀
ごつも	誤ツ	PROPER_NOUN	麻雀用語	麻雀
さんしょくどーこー	三色同刻	PROPER_NOUN	麻雀用語	麻雀
しーさんぷとう	十三不塔	PROPER_NOUN	麻雀用語	麻雀
じはい	字牌	PROPER_NOUN	麻雀用語	麻雀
しゅんつ	順子	PROPER_NOUN	麻雀用語	麻雀
